Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ja
,19,2,60,53,وَإِذْ آتَيْنَا مُوسَى الْكِتَابَ وَالْفُرْقَانَ لَعَلَّكُمْ تَهْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_53.png,またわれがムーサーに，啓典と（正邪の）識別〔フルカーン〕（の基準）を与えたことを思い起せ。これもあなたがたが正しく導かれるであろうと思ってのこと。
,19,2,61,54,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ يَا قَوْمِ إِنَّكُمْ ظَلَمْتُمْ أَنفُسَكُم بِاتِّخَاذِكُمُ الْعِجْلَ فَتُوبُوا إِلَىٰ بَارِئِكُمْ فَاقْتُلُوا أَنفُسَكُمْ ذَٰلِكُمْ خَيْرٌ لَّكُمْ عِندَ بَارِئِكُمْ فَتَابَ عَلَيْكُمْ ۚ إِنَّهُ هُوَ التَّوَّابُ الرَّحِيمُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_54.png,その時ムーサーはその民に告げて言った。「わたしの民よ，本当にあなたがたは，仔牛を選んで，自らを罪に陥れた。だからあなたがたの創造の主の御許に悔悟して帰り，あなたがた自身を殺しなさい。そうしたら，創造の主の御目にも叶い，あなたがたのためにもよいだろう。」こうしてかれは，あなたがたの梅悟を受け入れられた。本当にかれは，度々許される御方，慈悲深い御方であられる。
,19,2,62,55,وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نُّؤْمِنَ لَكَ حَتَّىٰ نَرَى اللَّهَ جَهْرَةً فَأَخَذَتْكُمُ الصَّاعِقَةُ وَأَنتُمْ تَنظُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_55.png,あなたがたが，「ムーサーよ，わたしたちはアッラーをはっきりと見るまでは，あなたを信じないであろう。」と言った時を思い起せ。するとあなたがたが見ている前で，落雷があなたがたを襲った。
,19,2,63,56,ثُمَّ بَعَثْنَاكُم مِّن بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_56.png,それからわれは，死んだ後にあなたがたを甦らせた。あなたがたは感謝するであろう。
,19,2,64,57,وَظَلَّلْنَا عَلَيْكُمُ الْغَمَامَ وَأَنزَلْنَا عَلَيْكُمُ الْمَنَّ وَالسَّلْوَىٰ ۖ كُلُوا مِن طَيِّبَاتِ مَا رَزَقْنَاكُمْ ۖ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_57.png,われは雲の影をあなたがたの上に送り，そしてマンナとウズラとを下し，「われが授ける善いものを食べなさい。」（と告げたが，い）ことをきかなかった）。かれらはわれを損なったのではなく，只自分の魂を損なったのである。
,19,2,65,58,وَإِذْ قُلْنَا ادْخُلُوا هَٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَّغْفِرْ لَكُمْ خَطَايَاكُمْ ۚ وَسَنَزِيدُ الْمُحْسِنِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_58.png,またこう言った時を思い起せ。「あなたがたは，この町に入り，意のままにそこで存分に食べなさい。頭を低くして門を入り，『御許し下さい。』と言え。われはあなたがたの過ちを赦し，また善行をする者には（報奨を）増すであろう。」
,19,2,66,59,فَبَدَّلَ الَّذِينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَنزَلْنَا عَلَى الَّذِينَ ظَلَمُوا رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_59.png,だがかれらの中の不義を行う者は，かれらに告げた言葉を，（勝手に）変えてしまった。それでわれは，それら不義を行う者の上に天から懲罰を下した。度々（わが命に）背いたためである。
,19,2,67,60,۞ وَإِذِ اسْتَسْقَىٰ مُوسَىٰ لِقَوْمِهِ فَقُلْنَا اضْرِب بِّعَصَاكَ الْحَجَرَ ۖ فَانفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْنًا ۖ قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ ۖ كُلُوا وَاشْرَبُوا مِن رِّزْقِ اللَّهِ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_60.png,またムーサーがその民のために，水を求めて祈った時を思い起せ。われは，「あなたの杖で岩を打て。」と言った。するとそこから，12の泉が涌き出て，各支族は，自分の水場を知った。「アッラーから授かった糧を，食べ且つ飲みなさい。堕落して，地上で悪を行ってはならない。」
,19,2,68,61,وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نَّصْبِرَ عَلَىٰ طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنبِتُ الْأَرْضُ مِن بَقْلِهَا وَقِثَّائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَا ۖ قَالَ أَتَسْتَبْدِلُونَ الَّذِي هُوَ أَدْنَىٰ بِالَّذِي هُوَ خَيْرٌ ۚ اهْبِطُوا مِصْرًا فَإِنَّ لَكُم مَّا سَأَلْتُمْ ۗ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَاءُوا بِغَضَبٍ مِّنَ اللَّهِ ۗ ذَٰلِكَ بِأَنَّهُمْ كَانُوا يَكْفُرُونَ بِآيَاتِ اللَّهِ وَيَقْتُلُونَ النَّبِيِّينَ بِغَيْرِ الْحَقِّ ۗ ذَٰلِكَ بِمَا عَصَوا وَّكَانُوا يَعْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_61.png,あなたがたがこう言ったのを思い起せ。「ムーサーよ，わたしたちは，一色の食物だけでは耐えられないから，地上に産するものをわたしたちに与えられるよう，あなたの主に祈って下さい。それは野莱，胡瓜，穀物，れんず豆と玉葱である。」かれは言った。「あなたがたは，良いものの代りにつまらないものを求めるのか。（それなら）あなたがたの望むものが求められるような，どの町にでも降りて行くがよい。」こうしてかれらは，屈辱と貧困にうちひしがれ，またアッラーの激怒を被むった。それはかれらが，アッラーの印を拒否して信じないで，不当にも預言者たちを殺害したためである。これもかれらがアッラーの掟に背いて，罪を犯していたためである。
,19,2,69,62,إِنَّ الَّذِينَ آمَنُوا وَالَّذِينَ هَادُوا وَالنَّصَارَىٰ وَالصَّابِئِينَ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَعَمِلَ صَالِحًا فَلَهُمْ أَجْرُهُمْ عِندَ رَبِّهِمْ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_62.png,本当に（クルアーンを）信じる者，ユダヤ教徒，キリスト教徒とサービア教徒で，アッラーと最後の（審判の）日とを信じて，善行に勤しむ者は，かれらの主の御許で，報奨を授かるであろう。かれらには，恐れもなく憂いもないであろう。
,19,2,70,63,وَإِذْ أَخَذْنَا مِيثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَ خُذُوا مَا آتَيْنَاكُم بِقُوَّةٍ وَاذْكُرُوا مَا فِيهِ لَعَلَّكُمْ تَتَّقُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_63.png,またわれがあなたがたと契約を結び，あなたがたの頭上に（シナイ）山を持ち上げた時を思い起せ。「われがあなたがたに下したものを，しっかり受け取り，その中にあるものを銘記しなさい，そうすればあなたがたは神を畏れるであろう。」（と告げた。）
,19,2,71,64,ثُمَّ تَوَلَّيْتُم مِّن بَعْدِ ذَٰلِكَ ۖ فَلَوْلَا فَضْلُ اللَّهِ عَلَيْكُمْ وَرَحْمَتُهُ لَكُنتُم مِّنَ الْخَاسِرِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_64.png,だがあなたがたは，その後背き去った。もしあなたがたにアッラーの恵みと慈悲がなかったならば，あなたがたは，きっと失敗にうちひしがれていたであろう。
,19,2,72,65,وَلَقَدْ عَلِمْتُمُ الَّذِينَ اعْتَدَوْا مِنكُمْ فِي السَّبْتِ فَقُلْنَا لَهُمْ كُونُوا قِرَدَةً خَاسِئِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_65.png,またあなたがたは，自分たちの中で安息日の提を破った者に就いて知っている，われはかれらに言い渡した。「あなたがたは猿になれ，卑められ排斥されよ。」
,19,2,73,66,فَجَعَلْنَاهَا نَكَالًا لِّمَا بَيْنَ يَدَيْهَا وَمَا خَلْفَهَا وَمَوْعِظَةً لِّلْمُتَّقِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_66.png,われはこうしてあなたがたの時代，また後代の者ヘの見せしめとし，また主を畏れる者への訓戒とした。
,19,2,74,67,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ إِنَّ اللَّهَ يَأْمُرُكُمْ أَن تَذْبَحُوا بَقَرَةً ۖ قَالُوا أَتَتَّخِذُنَا هُزُوًا ۖ قَالَ أَعُوذُ بِاللَّهِ أَنْ أَكُونَ مِنَ الْجَاهِلِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_67.png,またムーサーが，その民に告げてこう言った時を思い起せ。「アッラーは，一頭の雌牛を犠牲に供えることをあなたがたに命じられる。」かれらは言った。「あなたは，わたしたちを愚弄するのか。」かれは祈った。「アッラーよ，あたしを御救い下さい。愚か者の仲間にならないように。」
,19,2,75,68,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا هِيَ ۚ قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ لَّا فَارِضٌ وَلَا بِكْرٌ عَوَانٌ بَيْنَ ذَٰلِكَ ۖ فَافْعَلُوا مَا تُؤْمَرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_68.png,かれらは言った。「あなたの主に御願いして，それがどんな（牛）か，わたしたちにはっきりさせて下さい。」かれは言った。「かれは仰せられる，その雌牛は老い過ぎずまた若過ぎない。その間の程良い（雌牛）である。さああなたがたが命じられたことを実行しなさい。」
,19,2,76,69,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا لَوْنُهَا ۚ قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ صَفْرَاءُ فَاقِعٌ لَّوْنُهَا تَسُرُّ النَّاظِرِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_69.png,かれらは言った。「あなたの主に御願いして，それが何（色であるの）か，わたしたちにはっきりさせて下さい。」かれは言った。「かれは仰せられる，それは黄金色の雌牛で，その色合は鮮かで，見る者を喜ばせるものである。」
,19,2,77,70,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا هِيَ إِنَّ الْبَقَرَ تَشَابَهَ عَلَيْنَا وَإِنَّا إِن شَاءَ اللَّهُ لَمُهْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_70.png,かれらは言った。「あなたの主に御願いして，それはどんな（牛）か，あたしたちにはっきりさせて下さい。単に雌牛では，わたしたちにはどうも同じに思える。もしアッラーが御望みなら，わたしたちはきっと正しく導いて頂けよう。」
