Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ug
,12,2,43,36,فَأَزَلَّهُمَا الشَّيْطَانُ عَنْهَا فَأَخْرَجَهُمَا مِمَّا كَانَا فِيهِ ۖ وَقُلْنَا اهْبِطُوا بَعْضُكُمْ لِبَعْضٍ عَدُوٌّ ۖ وَلَكُمْ فِي الْأَرْضِ مُسْتَقَرٌّ وَمَتَاعٌ إِلَىٰ حِينٍ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_36.png,شەيتان ئۇ ئىككىسىنى تېيىلدۇردى (يەنى مەنئى قىلىنغان دەرەخنىڭ مېۋىسىنى يېگۈزۈپ خاتالاشتۇردى)، تۇرۇۋاتقان جەننەتتىن چىقاردى. (ئادەمگە، ھەۋۋاغا، ئىبلىسقا) «بىر - بېرىڭلار بىلەن ئۆچەكەشكەن ھالدا (جەننەتتىن يەر يۈزىگە) چۈشۈڭلار، يەر يۈزىدە ۋاقىتلىق (ئەجىلىڭلار توشقۇچە) يەرلىشىڭلار ۋە (نېمەتلەردىن) بەھرىمەن بولۇڭلار» دېدۇق
,12,2,44,37,فَتَلَقَّىٰ آدَمُ مِن رَّبِّهِ كَلِمَاتٍ فَتَابَ عَلَيْهِ ۚ إِنَّهُ هُوَ التَّوَّابُ الرَّحِيمُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_37.png,ئادەم پەرۋەردىگارىدىن بىرقانچە سۆز تەلىم ئالدى (يەنى گۇناھىنىڭ كەچۈرۈلۈشى ئۈچۈن ئوقۇيدىغان دۇئا ئۇنىڭغا ئىلھام ئارقىلىق بىلدۈرۈلدى)، اﷲ ئۇنىڭ تەۋبىسىنى قوبۇل قىلدى. اﷲ ھەقىقەتەن تەۋبىنى بەكمۇ قوبۇل قىلغۇچىدۇر (بەندىلىرىگە) ناھايىتى مېھرىباندۇر
,12,2,45,38,قُلْنَا اهْبِطُوا مِنْهَا جَمِيعًا ۖ فَإِمَّا يَأْتِيَنَّكُم مِّنِّي هُدًى فَمَن تَبِعَ هُدَايَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_38.png,(ئۇلارغا) «ھەممىڭلار بۇ يەردىن چۈشۈڭلار، سىلەرگە مەن تەرەپتىن بىر يول كۆرسەتكۈچى (يەنى پەيغەمبەر) كېلىدۇ، يولۇمغا ئەگەشكەنلەرگە (ئاخىرەتتە) قورقۇنچ ۋە غەم - قايغۇ بولمايدۇ» دېدۇق
,12,2,46,39,وَالَّذِينَ كَفَرُوا وَكَذَّبُوا بِآيَاتِنَا أُولَٰئِكَ أَصْحَابُ النَّارِ ۖ هُمْ فِيهَا خَالِدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_39.png,كاپىرلار ۋە بىزنىڭ ئايەتلىرىمىزنى ئىنكار قىلغانلار ئەھلى دوزاختۇر، ئۇلار دوزاختا مەڭگۈ قالىدۇ
,12,2,47,40,يَا بَنِي إِسْرَائِيلَ اذْكُرُوا نِعْمَتِيَ الَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَوْفُوا بِعَهْدِي أُوفِ بِعَهْدِكُمْ وَإِيَّايَ فَارْهَبُونِ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_40.png,ئى ئسرائىل ئەۋلادى! مېنىڭ سىلەرگە بەرگەن نېمىتىمنى ياد ئېتىڭلار، ماڭا بەرگەن (ئىمان ئېيتىش ۋە تائەت - ئىبادەت قىلىش ھەققىدىكى) ۋەدەڭلارغا ۋاپا قىلىڭلار، مەنمۇ سىلەرگە قىلغان (ساۋاب بېرىش ھەققىدىكى) ۋەدەمگە ۋاپا قىلىمەن، مەندىنلا قورقۇڭلار
,12,2,48,41,وَآمِنُوا بِمَا أَنزَلْتُ مُصَدِّقًا لِّمَا مَعَكُمْ وَلَا تَكُونُوا أَوَّلَ كَافِرٍ بِهِ ۖ وَلَا تَشْتَرُوا بِآيَاتِي ثَمَنًا قَلِيلًا وَإِيَّايَ فَاتَّقُونِ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_41.png,مەن نازىل قىلغان تەۋراتنى تەستىق قىلغۇچى قۇرئانغا ئىمان كەلتۈرۈڭلار، قۇرئاننى بىرىنچى بولۇپ ئىنكار قىلغۇچى بولماڭلار، ئايەتلىرىمنى ئەرزان باھادا سېتىۋەتمەڭلار، ماڭىلا تەقۋادارلىق قىلىڭلار
,12,2,49,42,وَلَا تَلْبِسُوا الْحَقَّ بِالْبَاطِلِ وَتَكْتُمُوا الْحَقَّ وَأَنتُمْ تَعْلَمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_42.png,ھەقنى باتىلغا (يەنى اﷲ نازىل قىلغان ھەقىقەتنى ئۆزۈڭلار ئويدۇرۇپ چىققان نەرسىگە) ئارىلاشتۇرماڭلار، ھەقنى بىلىپ تۇرۇپ يوشۇرماڭلار
,12,2,50,43,وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَارْكَعُوا مَعَ الرَّاكِعِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_43.png,نامازنى ئادا قىلىڭلار، زاكاتنى بېرىڭلار، رۇكۇ قىلغۇچىلار بىلەن بىللە رۇكۇ قىلىڭلار
,12,2,51,44,۞ أَتَأْمُرُونَ النَّاسَ بِالْبِرِّ وَتَنسَوْنَ أَنفُسَكُمْ وَأَنتُمْ تَتْلُونَ الْكِتَابَ ۚ أَفَلَا تَعْقِلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_44.png,كىشىلەرنى ياخشى ئىشقا بۇيرۇپ ئۆزۈڭلارنى ئۇنتۇمسىلەر؟ ھالبۇكى، سىلەر كىتاب (يەنى تەۋرات) نى ئوقۇپ تۇرىسىلەر، چۈشەنمەمسىلەر
,12,2,52,45,وَاسْتَعِينُوا بِالصَّبْرِ وَالصَّلَاةِ ۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى الْخَاشِعِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_45.png,سەۋر قىلىش، ناماز ئوقۇش ئارقىلىق (اﷲ تىن) ياردەم تىلەڭلار. ناماز اﷲ تىن قورققۇچىلار (يەنى كەمتەرلىك بىلەن اﷲ قا بويسۇنغۇچىلار) دىن باشقىلارغا ھەقىقەتەن مۇشەققەتلىك ئىشتۇر
,12,2,53,46,الَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَاقُو رَبِّهِمْ وَأَنَّهُمْ إِلَيْهِ رَاجِعُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_46.png,اﷲ تىن قورققۇچىلار پەرۋەردىگارىغا چوقۇم مۇلاقات بولىدىغانلىقىغا ۋە اﷲ نىڭ دەرگاھىغا چوقۇم قايتىپ بارىدىغانلىقىغا جەزمەن ئىشىنىدۇ
,12,2,54,47,يَا بَنِي إِسْرَائِيلَ اذْكُرُوا نِعْمَتِيَ الَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَنِّي فَضَّلْتُكُمْ عَلَى الْعَالَمِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_47.png,ئى ئىسرائىل ئەۋلادى! سىلەرگە بەرگەن نېمىتىمنى ۋە سىلەرنى (بىر زامانلاردا) تامام جاھان ئەھلىدىن ئۈستۈن قىلغانلىقىمنى ياد ئېتىڭلار
,12,2,55,48,وَاتَّقُوا يَوْمًا لَّا تَجْزِي نَفْسٌ عَن نَّفْسٍ شَيْئًا وَلَا يُقْبَلُ مِنْهَا شَفَاعَةٌ وَلَا يُؤْخَذُ مِنْهَا عَدْلٌ وَلَا هُمْ يُنصَرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_48.png,كىشى كىشىگە ئەسقاتمايدىغان، ھېچ كىشىنىڭ شاپائىتى قوبۇل قىلىنمايدىغان، ھېچ كىشىدىن فىدىيە ئېلىنمايدىغان، ئۇلار (يەنى كاپىرلار ۋە گۇناھكار بەندىلەر) ياردەمگە ئېرىشەلمەيدىغان كۈندىن قورقۇڭلار
,12,2,56,49,وَإِذْ نَجَّيْنَاكُم مِّنْ آلِ فِرْعَوْنَ يَسُومُونَكُمْ سُوءَ الْعَذَابِ يُذَبِّحُونَ أَبْنَاءَكُمْ وَيَسْتَحْيُونَ نِسَاءَكُمْ ۚ وَفِي ذَٰلِكُم بَلَاءٌ مِّن رَّبِّكُمْ عَظِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_49.png,ئۆز ۋاقتىدا سىلەرنى قاتتىق قىينىغان، ئوغۇللىرىڭلارنى بوغۇزلاپ، قىزلىرىڭلارنى (ئىشقا سېلىش ئۈچۈن) تىرىك قالدۇرغان پىرئەۋن گۇرۇھىدىن سىلەرنى قۇتقۇزدۇق. بۇ، پەرۋەردىگارىڭلارنىڭ (ياخشى ئادەم بىلەن يامان ئادەمنى ئاجرىتىدىغان) چوڭ سىنىقى ئىدى
,12,2,57,50,وَإِذْ فَرَقْنَا بِكُمُ الْبَحْرَ فَأَنجَيْنَاكُمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَأَنتُمْ تَنظُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_50.png,ئۆز ۋاقتىدا دېڭىزنى يېرىپ سىلەرنى قۇتقۇزدۇق (يەنى دېڭىزنىڭ سۈيىنى ئوتتۇرىدىن بۆلۈپ، قۇرۇق يول ھاسىل قىلىپ، شۇ يەردىن سىلەرنى سالامەت ئۆتكۈزدۇق) ۋە پىرئەۋن گۇرۇھىنى كۆز ئالدىڭلاردا غەرق قىلدۇق
,12,2,58,51,وَإِذْ وَاعَدْنَا مُوسَىٰ أَرْبَعِينَ لَيْلَةً ثُمَّ اتَّخَذْتُمُ الْعِجْلَ مِن بَعْدِهِ وَأَنتُمْ ظَالِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_51.png,ئۆز ۋاقتىدا مۇساغا 40 كېچە (كۈتكەندىن كېيىن تەۋراتنى نازىل قىلىشنى) ۋەدە قىلدۇق. ئۇ سىلەردىن ئايرىلغاندىن كېيىن، ئۆزۈڭلارغا زۇلۇم قىلىپ، موزاينى مەبۇد قىلىۋالدىڭلار
,12,2,59,52,ثُمَّ عَفَوْنَا عَنكُم مِّن بَعْدِ ذَٰلِكَ لَعَلَّكُمْ تَشْكُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_52.png,شۇنىڭدىن كېيىن، شۈكۈر قىلسۇن دەپ، سىلەرنى ئەپۇ قىلدۇق
,12,2,60,53,وَإِذْ آتَيْنَا مُوسَى الْكِتَابَ وَالْفُرْقَانَ لَعَلَّكُمْ تَهْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_53.png,ئۆز ۋاقتىدا سىلەرنى ھىدايەت تاپسۇن دەپ، مۇساغا ھەقنى باتىلدىن ئايرىغۇچى كىتابنى (يەنى تەۋراتنى) بەردۇق
,12,2,61,54,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ يَا قَوْمِ إِنَّكُمْ ظَلَمْتُمْ أَنفُسَكُم بِاتِّخَاذِكُمُ الْعِجْلَ فَتُوبُوا إِلَىٰ بَارِئِكُمْ فَاقْتُلُوا أَنفُسَكُمْ ذَٰلِكُمْ خَيْرٌ لَّكُمْ عِندَ بَارِئِكُمْ فَتَابَ عَلَيْكُمْ ۚ إِنَّهُ هُوَ التَّوَّابُ الرَّحِيمُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_54.png,ئۆز ۋاقتىدا مۇسا ئۆز قەۋمىگە: «ئى قەۋمىم! سىلەر موزاينى مەبۇد قىلىپ، ھەقىقەتەن ئۆزۈڭلارغا زۇلۇم قىلدىڭلار، ياراتقۇچىڭلارغا تەۋبە قىلىڭلار، موزايغا چوقۇنمىغانلار چوقۇنغانلارنى ئۆلتۈرسۇن» دېدى. مۇنداق قىلىش ياراتقۇچىڭلارنىڭ دەرگاھىدا سىلەر ئۈچۈن ياخشىدۇر. اﷲ تەۋبەڭلارنى قوبۇل قىلدى. اﷲ تەۋبىنى ھەقىقەتەن بەكمۇ قوبۇل قىلغۇچىدۇر، ناھايىتى مېھرىباندۇر
,12,2,62,55,وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نُّؤْمِنَ لَكَ حَتَّىٰ نَرَى اللَّهَ جَهْرَةً فَأَخَذَتْكُمُ الصَّاعِقَةُ وَأَنتُمْ تَنظُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_55.png,ئۆز ۋاقتىدا: «ئى مۇسا! اﷲ نى ئوپئوچۇق كۆرمىگىچە ساڭا ھەرگىز ئىشەنمەيمىز» دېدىڭلار - دە، (سىلەرگە نازىل بولغان ئازابنى) كۆرۈپ تۇرغىنىڭلار ھالدا سىلەرنى چاقماق سوقتى
,12,2,63,56,ثُمَّ بَعَثْنَاكُم مِّن بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_56.png,ئاندىن كېيىن، سىلەرنى شۈكۈر قىلسۇن، دەپ ئۆلگىنىڭلاردىن كېيىن قايتا تىرىلدۈردۇق
,12,2,64,57,وَظَلَّلْنَا عَلَيْكُمُ الْغَمَامَ وَأَنزَلْنَا عَلَيْكُمُ الْمَنَّ وَالسَّلْوَىٰ ۖ كُلُوا مِن طَيِّبَاتِ مَا رَزَقْنَاكُمْ ۖ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_57.png,سىلەرگە بۇلۇتنى سايىۋەن قىلىپ بەردۇق، سىلەرگە تەرەنجىبىن بىلەن بۆدۈنىنى چۈشۈرۈپ بەردۇق. (بىز سىلەرگە) «رىزىق قىلىپ بەرگەن پاك، شېرىن نەرسىلەردىن يەپ - ئىچىڭلار» (دېدۇق). ئۇلار (نېمەتلىرىمىزگە نانكورلۇق قىلىش بىلەن) بىزگە ئەمەس، پەقەت ئۆزلىرىگىلا زۇلۇم قىلدى
,12,2,65,58,وَإِذْ قُلْنَا ادْخُلُوا هَٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَّغْفِرْ لَكُمْ خَطَايَاكُمْ ۚ وَسَنَزِيدُ الْمُحْسِنِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_58.png,ئۆز ۋاقتىدا (مۇسا ئارقىلىق ئەجدادلىرىڭلارغا): «بۇ شەھەرگە (يەنى بەيتۇلمۇقەددەسكە) كىرىڭلار، ئۇ يەردە خالىغىنىڭلارچە كەڭتاشا يەپ - ئىچىڭلار، (بەيتۇلمۇقەددەس) دەرۋازىسىدىن (شۈكۈر قىلىش يۈزىسىدىن) سەجدە قىلغان ھالدا كىرىڭلار، (پەرۋەردىگارىمىز) گۇناھلىرىمىزنى كەچۈرگىن دەڭلار، گۇناھىڭلارنى مەغپىرەت قىلىمىز، ياخشىلارغا تېخىمۇ ئارتۇق ساۋاب بېرىمىز» دېدۇق
,12,2,66,59,فَبَدَّلَ الَّذِينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَنزَلْنَا عَلَى الَّذِينَ ظَلَمُوا رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_59.png,زۇلۇم قىلغۇچىلار ئۆزلىرىگە سۆزلەنگەن سۆزنى باشقا سۆزگە ئۆزگەرتىۋەتتى، زۇلۇم قىلغۇچىلار يولدىن چىققانلىقلىرى (يەنى اﷲ قا ئاسىيلىق قىلغانلىقلىرى) ئۈچۈن، ئۇلارغا ئاسماندىن ئازاب چۈشۈردۇق
,12,2,67,60,۞ وَإِذِ اسْتَسْقَىٰ مُوسَىٰ لِقَوْمِهِ فَقُلْنَا اضْرِب بِّعَصَاكَ الْحَجَرَ ۖ فَانفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْنًا ۖ قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ ۖ كُلُوا وَاشْرَبُوا مِن رِّزْقِ اللَّهِ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_60.png,ئۆز ۋاقتىدا، مۇسا ئۆز قەۋمى ئۈچۈن سۇ تەلەپ قىلغان ئىدى، بىز ئۇنىڭغا: «ھاساڭ بىلەن تاشنى ئۇرغىن» دېدۇق. تاشتىن 12 بۇلاق ئېتىلىپ چىقتى، ھەممە ئادەم (يەنى قەبىلە) ئۆزىنىڭ سۇ ئىچىدىغان ئورنىنى بىلدى، (ئۇلارغا) «اﷲ بەرگەن رىزىقتىن يەڭلار ۋە ئىچىڭلار، يەر يۈزىدە بۇزغۇنچىلىق قىلماڭلار» (دېدۇق)
,12,2,68,61,وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نَّصْبِرَ عَلَىٰ طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنبِتُ الْأَرْضُ مِن بَقْلِهَا وَقِثَّائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَا ۖ قَالَ أَتَسْتَبْدِلُونَ الَّذِي هُوَ أَدْنَىٰ بِالَّذِي هُوَ خَيْرٌ ۚ اهْبِطُوا مِصْرًا فَإِنَّ لَكُم مَّا سَأَلْتُمْ ۗ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَاءُوا بِغَضَبٍ مِّنَ اللَّهِ ۗ ذَٰلِكَ بِأَنَّهُمْ كَانُوا يَكْفُرُونَ بِآيَاتِ اللَّهِ وَيَقْتُلُونَ النَّبِيِّينَ بِغَيْرِ الْحَقِّ ۗ ذَٰلِكَ بِمَا عَصَوا وَّكَانُوا يَعْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_61.png,ئۆز ۋاقتىدا (سىنا چۆلىدە تەرەنجىبىن ۋە بۆدۈنە بىلەنلا ئوزۇقلىنىۋاتقىنىڭلاردا) سىلەر: «ئى مۇسا! بىز بىر خىل يېمەكلىككە چىداپ تۇرالمايمىز، بىز ئۈچۈن پەرۋەردىگارىڭغا دۇئا قىلغىن، بىزگە زېمىننىڭ كۆكتاتلىرىدىن تەرخەمەك، سامساق، يېسىمۇق ۋە پىيازلارنى ئۆستۈرۈپ بەرسۇن» دېدىڭلار، مۇسا: «سىلەر ياخشىنى ناچارغا تېگىشەمسىلەر؟ (يەنى پىياز، سامساق، كۆكتاتنى تەرەنجىبىن بىلەن بۆدۈنىدىن ئارتۇق كۆرەمسىلەر؟) بىرەر شەھەرگە كىرىڭلار، (شۇ يەردە) تىلىگىنىڭلار بار» دېدى. ئۇلار خارلىقتا، موھتاجلىقتا قالدى. اﷲ نىڭ غەزىپىگە تېگىشلىك بولدى. بۇ ئۇلارنىڭ اﷲ نىڭ ئايەتلىرىنى ئىنكار قىلغانلىقلىرى، پەيغەمبەرلەرنى ناھەق ئۆلتۈرگەنلىكلىرى تۈپەيلىدىن بولدى. بۇ اﷲ قا ئاسىيلىق قىلغانلىقلىرى ۋە ھەددىدىن ئاشقانلىقلىرى تۈپەيلىدىن بولدى
