Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_en,content_ar,sura name,meaning,sura images,ayah_image
Ayah 62,1,2,62,55,"And remember ye said: ""O Moses! We shall never believe in thee until we see Allah manifestly,"" but ye were dazed with thunder and lighting even as ye looked on.",وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نُّؤْمِنَ لَكَ حَتَّىٰ نَرَى اللَّهَ جَهْرَةً فَأَخَذَتْكُمُ الصَّاعِقَةُ وَأَنتُمْ تَنظُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_55.png
Ayah 63,1,2,63,56,Then We raised you up after your death: Ye had the chance to be grateful.,ثُمَّ بَعَثْنَاكُم مِّن بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_56.png
Ayah 64,1,2,64,57,"And We gave you the shade of clouds and sent down to you Manna and quails, saying: ""Eat of the good things We have provided for you:"" (But they rebelled); to us they did no harm, but they harmed their own souls.",وَظَلَّلْنَا عَلَيْكُمُ الْغَمَامَ وَأَنزَلْنَا عَلَيْكُمُ الْمَنَّ وَالسَّلْوَىٰ ۖ كُلُوا مِن طَيِّبَاتِ مَا رَزَقْنَاكُمْ ۖ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_57.png
Ayah 65,1,2,65,58,"And remember We said: ""Enter this town, and eat of the plenty therein as ye wish; but enter the gate with humility, in posture and in words, and We shall forgive you your faults and increase (the portion of) those who do good.""",وَإِذْ قُلْنَا ادْخُلُوا هَٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَّغْفِرْ لَكُمْ خَطَايَاكُمْ ۚ وَسَنَزِيدُ الْمُحْسِنِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_58.png
Ayah 66,1,2,66,59,"But the transgressors changed the word from that which had been given them; so We sent on the transgressors a plague from heaven, for that they infringed (Our command) repeatedly.",فَبَدَّلَ الَّذِينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَنزَلْنَا عَلَى الَّذِينَ ظَلَمُوا رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_59.png
Ayah 67,1,2,67,60,"And remember Moses prayed for water for his people; We said: ""Strike the rock with thy staff."" Then gushed forth therefrom twelve springs. Each group knew its own place for water. So eat and drink of the sustenance provided by Allah, and do no evil nor mischief on the (face of the) earth.",۞ وَإِذِ اسْتَسْقَىٰ مُوسَىٰ لِقَوْمِهِ فَقُلْنَا اضْرِب بِّعَصَاكَ الْحَجَرَ ۖ فَانفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْنًا ۖ قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ ۖ كُلُوا وَاشْرَبُوا مِن رِّزْقِ اللَّهِ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_60.png
Ayah 68,1,2,68,61,"And remember ye said: ""O Moses! we cannot endure one kind of food (always); so beseech thy Lord for us to produce for us of what the earth groweth, -its pot-herbs, and cucumbers, Its garlic, lentils, and onions."" He said: ""Will ye exchange the better for the worse? Go ye down to any town, and ye shall find what ye want!"" They were covered with humiliation and misery; they drew on themselves the wrath of Allah. This because they went on rejecting the Signs of Allah and slaying His Messengers without just cause. This because they rebelled and went on transgressing.",وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نَّصْبِرَ عَلَىٰ طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنبِتُ الْأَرْضُ مِن بَقْلِهَا وَقِثَّائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَا ۖ قَالَ أَتَسْتَبْدِلُونَ الَّذِي هُوَ أَدْنَىٰ بِالَّذِي هُوَ خَيْرٌ ۚ اهْبِطُوا مِصْرًا فَإِنَّ لَكُم مَّا سَأَلْتُمْ ۗ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَاءُوا بِغَضَبٍ مِّنَ اللَّهِ ۗ ذَٰلِكَ بِأَنَّهُمْ كَانُوا يَكْفُرُونَ بِآيَاتِ اللَّهِ وَيَقْتُلُونَ النَّبِيِّينَ بِغَيْرِ الْحَقِّ ۗ ذَٰلِكَ بِمَا عَصَوا وَّكَانُوا يَعْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_61.png
Ayah 69,1,2,69,62,"Those who believe (in the Qur'an), and those who follow the Jewish (scriptures), and the Christians and the Sabians,- any who believe in Allah and the Last Day, and work righteousness, shall have their reward with their Lord; on them shall be no fear, nor shall they grieve.",إِنَّ الَّذِينَ آمَنُوا وَالَّذِينَ هَادُوا وَالنَّصَارَىٰ وَالصَّابِئِينَ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَعَمِلَ صَالِحًا فَلَهُمْ أَجْرُهُمْ عِندَ رَبِّهِمْ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_62.png
Ayah 70,1,2,70,63,"And remember We took your covenant and We raised above you (The towering height) of Mount (Sinai) : (Saying): ""Hold firmly to what We have given you and bring (ever) to remembrance what is therein: Perchance ye may fear Allah.""",وَإِذْ أَخَذْنَا مِيثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَ خُذُوا مَا آتَيْنَاكُم بِقُوَّةٍ وَاذْكُرُوا مَا فِيهِ لَعَلَّكُمْ تَتَّقُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_63.png
Ayah 71,1,2,71,64,"But ye turned back thereafter: Had it not been for the Grace and Mercy of Allah to you, ye had surely been among the lost.",ثُمَّ تَوَلَّيْتُم مِّن بَعْدِ ذَٰلِكَ ۖ فَلَوْلَا فَضْلُ اللَّهِ عَلَيْكُمْ وَرَحْمَتُهُ لَكُنتُم مِّنَ الْخَاسِرِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_64.png
Ayah 72,1,2,72,65,"And well ye knew those amongst you who transgressed in the matter of the Sabbath: We said to them: ""Be ye apes, despised and rejected.""",وَلَقَدْ عَلِمْتُمُ الَّذِينَ اعْتَدَوْا مِنكُمْ فِي السَّبْتِ فَقُلْنَا لَهُمْ كُونُوا قِرَدَةً خَاسِئِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_65.png
Ayah 73,1,2,73,66,"So We made it an example to their own time and to their posterity, and a lesson to those who fear Allah.",فَجَعَلْنَاهَا نَكَالًا لِّمَا بَيْنَ يَدَيْهَا وَمَا خَلْفَهَا وَمَوْعِظَةً لِّلْمُتَّقِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_66.png
Ayah 74,1,2,74,67,"And remember Moses said to his people: ""Allah commands that ye sacrifice a heifer."" They said: ""Makest thou a laughing-stock of us?"" He said: ""Allah save me from being an ignorant (fool)!""",وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ إِنَّ اللَّهَ يَأْمُرُكُمْ أَن تَذْبَحُوا بَقَرَةً ۖ قَالُوا أَتَتَّخِذُنَا هُزُوًا ۖ قَالَ أَعُوذُ بِاللَّهِ أَنْ أَكُونَ مِنَ الْجَاهِلِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_67.png
Ayah 75,1,2,75,68,"They said: ""Beseech on our behalf Thy Lord to make plain to us what (heifer) it is!"" He said; ""He says: The heifer should be neither too old nor too young, but of middling age. Now do what ye are commanded!""",قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا هِيَ ۚ قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ لَّا فَارِضٌ وَلَا بِكْرٌ عَوَانٌ بَيْنَ ذَٰلِكَ ۖ فَافْعَلُوا مَا تُؤْمَرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_68.png
Ayah 76,1,2,76,69,"They said: ""Beseech on our behalf Thy Lord to make plain to us Her colour."" He said: ""He says: A fawn-coloured heifer, pure and rich in tone, the admiration of beholders!""",قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا لَوْنُهَا ۚ قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ صَفْرَاءُ فَاقِعٌ لَّوْنُهَا تَسُرُّ النَّاظِرِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_69.png
Ayah 77,1,2,77,70,"They said: ""Beseech on our behalf Thy Lord to make plain to us what she is: To us are all heifers alike: We wish indeed for guidance, if Allah wills.""",قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا هِيَ إِنَّ الْبَقَرَ تَشَابَهَ عَلَيْنَا وَإِنَّا إِن شَاءَ اللَّهُ لَمُهْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_70.png
Ayah 78,1,2,78,71,"He said: ""He says: A heifer not trained to till the soil or water the fields; sound and without blemish."" They said: ""Now hast thou brought the truth."" Then they offered her in sacrifice, but not with good-will.",قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ لَّا ذَلُولٌ تُثِيرُ الْأَرْضَ وَلَا تَسْقِي الْحَرْثَ مُسَلَّمَةٌ لَّا شِيَةَ فِيهَا ۚ قَالُوا الْآنَ جِئْتَ بِالْحَقِّ ۚ فَذَبَحُوهَا وَمَا كَادُوا يَفْعَلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_71.png
Ayah 79,1,2,79,72,Remember ye slew a man and fell into a dispute among yourselves as to the crime: But Allah was to bring forth what ye did hide.,وَإِذْ قَتَلْتُمْ نَفْسًا فَادَّارَأْتُمْ فِيهَا ۖ وَاللَّهُ مُخْرِجٌ مَّا كُنتُمْ تَكْتُمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_72.png
Ayah 80,1,2,80,73,"So We said: ""Strike the (body) with a piece of the (heifer)."" Thus Allah bringeth the dead to life and showeth you His Signs: Perchance ye may understand.",فَقُلْنَا اضْرِبُوهُ بِبَعْضِهَا ۚ كَذَٰلِكَ يُحْيِي اللَّهُ الْمَوْتَىٰ وَيُرِيكُمْ آيَاتِهِ لَعَلَّكُمْ تَعْقِلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_73.png
Ayah 81,1,2,81,74,Thenceforth were your hearts hardened: They became like a rock and even worse in hardness. For among rocks there are some from which rivers gush forth; others there are which when split asunder send forth water; and others which sink for fear of Allah. And Allah is not unmindful of what ye do.,ثُمَّ قَسَتْ قُلُوبُكُم مِّن بَعْدِ ذَٰلِكَ فَهِيَ كَالْحِجَارَةِ أَوْ أَشَدُّ قَسْوَةً ۚ وَإِنَّ مِنَ الْحِجَارَةِ لَمَا يَتَفَجَّرُ مِنْهُ الْأَنْهَارُ ۚ وَإِنَّ مِنْهَا لَمَا يَشَّقَّقُ فَيَخْرُجُ مِنْهُ الْمَاءُ ۚ وَإِنَّ مِنْهَا لَمَا يَهْبِطُ مِنْ خَشْيَةِ اللَّهِ ۗ وَمَا اللَّهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_74.png
Ayah 82,1,2,82,75,"Can ye (o ye men of Faith) entertain the hope that they will believe in you?- Seeing that a party of them heard the Word of Allah, and perverted it knowingly after they understood it.",۞ أَفَتَطْمَعُونَ أَن يُؤْمِنُوا لَكُمْ وَقَدْ كَانَ فَرِيقٌ مِّنْهُمْ يَسْمَعُونَ كَلَامَ اللَّهِ ثُمَّ يُحَرِّفُونَهُ مِن بَعْدِ مَا عَقَلُوهُ وَهُمْ يَعْلَمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_75.png
Ayah 83,1,2,83,76,"Behold! when they meet the men of Faith, they say: ""We believe"": But when they meet each other in private, they say: ""Shall you tell them what Allah hath revealed to you, that they may engage you in argument about it before your Lord?""- Do ye not understand (their aim)?",وَإِذَا لَقُوا الَّذِينَ آمَنُوا قَالُوا آمَنَّا وَإِذَا خَلَا بَعْضُهُمْ إِلَىٰ بَعْضٍ قَالُوا أَتُحَدِّثُونَهُم بِمَا فَتَحَ اللَّهُ عَلَيْكُمْ لِيُحَاجُّوكُم بِهِ عِندَ رَبِّكُمْ ۚ أَفَلَا تَعْقِلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_76.png
Ayah 84,1,2,84,77,Know they not that Allah knoweth what they conceal and what they reveal?,أَوَلَا يَعْلَمُونَ أَنَّ اللَّهَ يَعْلَمُ مَا يُسِرُّونَ وَمَا يُعْلِنُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_77.png
Ayah 85,1,2,85,78,"And there are among them illiterates, who know not the Book, but (see therein their own) desires, and they do nothing but conjecture.",وَمِنْهُمْ أُمِّيُّونَ لَا يَعْلَمُونَ الْكِتَابَ إِلَّا أَمَانِيَّ وَإِنْ هُمْ إِلَّا يَظُنُّونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_78.png
Ayah 86,1,2,86,79,"Then woe to those who write the Book with their own hands, and then say:""This is from Allah,"" to traffic with it for miserable price!- Woe to them for what their hands do write, and for the gain they make thereby.",فَوَيْلٌ لِّلَّذِينَ يَكْتُبُونَ الْكِتَابَ بِأَيْدِيهِمْ ثُمَّ يَقُولُونَ هَٰذَا مِنْ عِندِ اللَّهِ لِيَشْتَرُوا بِهِ ثَمَنًا قَلِيلًا ۖ فَوَيْلٌ لَّهُم مِّمَّا كَتَبَتْ أَيْدِيهِمْ وَوَيْلٌ لَّهُم مِّمَّا يَكْسِبُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_79.png
