Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ur
,11,2,49,42,وَلَا تَلْبِسُوا الْحَقَّ بِالْبَاطِلِ وَتَكْتُمُوا الْحَقَّ وَأَنتُمْ تَعْلَمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_42.png,باطل کا رنگ چڑھا کر حق کو مشتبہ نہ بناؤ اور نہ جانتے بوجھتے حق کو چھپانے کی کوشش کرو
,11,2,50,43,وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَارْكَعُوا مَعَ الرَّاكِعِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_43.png,نماز قائم کرو، زکوٰۃ دو اور جو لوگ میرے آگے جھک رہے ہیں اُن کے ساتھ تم بھی جھک جاؤ
,11,2,51,44,۞ أَتَأْمُرُونَ النَّاسَ بِالْبِرِّ وَتَنسَوْنَ أَنفُسَكُمْ وَأَنتُمْ تَتْلُونَ الْكِتَابَ ۚ أَفَلَا تَعْقِلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_44.png,تم دوسروں کو تو نیکی کا راستہ اختیار کرنے کے لیے کہتے ہو، مگر اپنے آپ کو بھول جاتے ہو؟ حالانکہ تم کتاب کی تلاوت کرتے ہو کیا تم عقل سے بالکل ہی کام نہیں لیتے؟
,11,2,52,45,وَاسْتَعِينُوا بِالصَّبْرِ وَالصَّلَاةِ ۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى الْخَاشِعِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_45.png,صبر اور نماز سے مدد لو، بیشک نماز ایک سخت مشکل کام ہے
,11,2,53,46,الَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَاقُو رَبِّهِمْ وَأَنَّهُمْ إِلَيْهِ رَاجِعُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_46.png,مگر ان فرماں بردار بندوں کے لیے مشکل نہیں ہے جو سمجھتے ہیں کہ آخر کار انہیں اپنے رب سے ملنا اور اسی کی طرف پلٹ کر جانا ہے
,11,2,54,47,يَا بَنِي إِسْرَائِيلَ اذْكُرُوا نِعْمَتِيَ الَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَنِّي فَضَّلْتُكُمْ عَلَى الْعَالَمِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_47.png,اے بنی اسرائیل! یاد کرو میری اُس نعمت کو، جس سے میں نے تمہیں نوازا تھا اور اس بات کو کہ میں نے تمہیں دنیا کی ساری قوموں پر فضیلت عطا کی تھی
,11,2,55,48,وَاتَّقُوا يَوْمًا لَّا تَجْزِي نَفْسٌ عَن نَّفْسٍ شَيْئًا وَلَا يُقْبَلُ مِنْهَا شَفَاعَةٌ وَلَا يُؤْخَذُ مِنْهَا عَدْلٌ وَلَا هُمْ يُنصَرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_48.png,اور ڈرو اُس دن سے جب کوئی کسی کے ذرا کام نہ آئے گا، نہ کسی کی طرف سے سفارش قبول ہوگی، نہ کسی کو فدیہ لے کر چھوڑا جائے گا، اور نہ مجرموں کو کہیں سے مدد مل سکے گی
,11,2,56,49,وَإِذْ نَجَّيْنَاكُم مِّنْ آلِ فِرْعَوْنَ يَسُومُونَكُمْ سُوءَ الْعَذَابِ يُذَبِّحُونَ أَبْنَاءَكُمْ وَيَسْتَحْيُونَ نِسَاءَكُمْ ۚ وَفِي ذَٰلِكُم بَلَاءٌ مِّن رَّبِّكُمْ عَظِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_49.png,یاد کرو وہ وقت، جب ہم نے تم کو فرعونیوں کی غلامی سے نجات بخشی اُنہوں نے تمہیں سخت عذاب میں مبتلا کر رکھا تھا، تمہارے لڑکوں کو ذبح کرتے تھے اور تمہاری لڑکیوں کو زندہ رہنے دیتے تھے اور اس حالت میں تمہارے رب کی طرف سے تمہاری بڑی آزمائش تھی
,11,2,57,50,وَإِذْ فَرَقْنَا بِكُمُ الْبَحْرَ فَأَنجَيْنَاكُمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَأَنتُمْ تَنظُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_50.png,یاد کرو وہ وقت، جب ہم نے سمندر پھاڑ کر تمہارے لیے راستہ بنایا، پھر اس میں سے تمہیں بخیریت گزروا دیا، پھر وہیں تمہاری آنکھوں کے سامنے فرعونوں کو غرقاب کیا
,11,2,58,51,وَإِذْ وَاعَدْنَا مُوسَىٰ أَرْبَعِينَ لَيْلَةً ثُمَّ اتَّخَذْتُمُ الْعِجْلَ مِن بَعْدِهِ وَأَنتُمْ ظَالِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_51.png,یاد کرو، جب ہم نے موسیٰؑ کو چالیس شبانہ روز کی قرارداد پر بلایا، تو اس کے پیچھے تم بچھڑے کو اپنا معبود بنا بیٹھے اُس وقت تم نے بڑی زیادتی کی تھی
,11,2,59,52,ثُمَّ عَفَوْنَا عَنكُم مِّن بَعْدِ ذَٰلِكَ لَعَلَّكُمْ تَشْكُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_52.png,مگر اس پر بھی ہم نے تمہیں معاف کر دیا کہ شاید اب تم شکر گزار بنو
,11,2,60,53,وَإِذْ آتَيْنَا مُوسَى الْكِتَابَ وَالْفُرْقَانَ لَعَلَّكُمْ تَهْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_53.png,یاد کرو کہ (ٹھیک اس وقت جب تم یہ ظلم کر رہے تھے) ہم نے موسیٰؑ کو کتاب اور فرقان عطا کی تاکہ تم اس کے ذریعے سے سیدھا راستہ پاسکو
,11,2,61,54,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ يَا قَوْمِ إِنَّكُمْ ظَلَمْتُمْ أَنفُسَكُم بِاتِّخَاذِكُمُ الْعِجْلَ فَتُوبُوا إِلَىٰ بَارِئِكُمْ فَاقْتُلُوا أَنفُسَكُمْ ذَٰلِكُمْ خَيْرٌ لَّكُمْ عِندَ بَارِئِكُمْ فَتَابَ عَلَيْكُمْ ۚ إِنَّهُ هُوَ التَّوَّابُ الرَّحِيمُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_54.png,"یاد کرو جب موسیٰؑ (یہ نعمت لیتے ہوئے پلٹا، تو اُس) نے اپنی قوم سے کہا کہ ""لوگو، تم نے بچھڑے کو معبود بنا کر اپنے اوپر سخت ظلم کیا ہے، لہٰذا تم لوگ اپنے خالق کے حضور توبہ کرو اور اپنی جانوں کو ہلاک کرو، اسی میں تمہارے خالق کے نزدیک تمہاری بہتری ہے"" اُس وقت تمہارے خالق نے تمہاری توبہ قبول کر لی کہ وہ بڑا معاف کرنے والا اور رحم فرمانے والا ہے"
,11,2,62,55,وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نُّؤْمِنَ لَكَ حَتَّىٰ نَرَى اللَّهَ جَهْرَةً فَأَخَذَتْكُمُ الصَّاعِقَةُ وَأَنتُمْ تَنظُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_55.png,یاد کرو جب تم نے موسیٰؑ سے کہا تھا کہ ہم تمہارے کہنے کا ہرگز یقین نہ کریں گے، جب تک کہ اپنی آنکھوں سے علانیہ خدا کو (تم سے کلام کرتے) نہ دیکھ لیں اس وقت تمہارے دیکھتے دیکھتے ایک زبردست صاعقے نے تم کو آ لیا
,11,2,63,56,ثُمَّ بَعَثْنَاكُم مِّن بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_56.png,تم بے جان ہو کر گر چکے تھے، مگر پھر ہم نے تم کو جِلا اٹھایا، شاید کہ اس احسان کے بعد تم شکر گزار بن جاؤ
,11,2,64,57,وَظَلَّلْنَا عَلَيْكُمُ الْغَمَامَ وَأَنزَلْنَا عَلَيْكُمُ الْمَنَّ وَالسَّلْوَىٰ ۖ كُلُوا مِن طَيِّبَاتِ مَا رَزَقْنَاكُمْ ۖ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_57.png,ہم نے تم پر ابر کا سایہ کیا، من وسلویٰ کی غذا تمہارے لیے فراہم کی اور تم سے کہا کہ جو پاک چیزیں ہم نے تمہیں بخشی ہیں، اُنہیں کھاؤ، مگر تمہارے اسلاف نے جو کچھ کیا، وہ ہم پر ظلم نہ تھا، بلکہ انہوں نے آپ اپنے ہی اوپر ظلم کیا
,11,2,65,58,وَإِذْ قُلْنَا ادْخُلُوا هَٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَّغْفِرْ لَكُمْ خَطَايَاكُمْ ۚ وَسَنَزِيدُ الْمُحْسِنِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_58.png,"پھر یاد کرو جب ہم نے کہا تھا کہ، ""یہ بستی جو تمہارے سامنے ہے، اس میں داخل ہو جاؤ، اس کی پیداوار جس طرح چاہو، مزے سے کھاؤ، مگر بستی کے دروازے میں سجدہ ریز ہوتے ہو ئے داخل ہونا اور کہتے جانا حطۃ حطۃ، ہم تمہاری خطاؤں سے در گزر کریں گے اور نیکو کاروں کو مزید فضل و کرم سے نوازیں گے"""
,11,2,66,59,فَبَدَّلَ الَّذِينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَنزَلْنَا عَلَى الَّذِينَ ظَلَمُوا رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_59.png,مگر جو بات کہی گئی تھی، ظالموں نے اُسے بدل کر کچھ اور کر دیا آخر کار ہم نے ظلم کرنے والوں پر آسمان سے عذاب نازل کیا یہ سزا تھی ان نافرمانیوں کی، جو وہ کر رہے تھے
,11,2,67,60,۞ وَإِذِ اسْتَسْقَىٰ مُوسَىٰ لِقَوْمِهِ فَقُلْنَا اضْرِب بِّعَصَاكَ الْحَجَرَ ۖ فَانفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْنًا ۖ قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ ۖ كُلُوا وَاشْرَبُوا مِن رِّزْقِ اللَّهِ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_60.png,یاد کرو، جب موسیٰؑ نے اپنی قوم کے لیے پانی کی دعا کی تو ہم نے کہا کہ فلاں چٹان پر اپنا عصا مارو چنانچہ اس سے بارہ چشمے پھوٹ نکلے اور ہر قبیلے نے جان لیا کہ کونسی جگہ اس کے پانی لینے کی ہے اُس وقت یہ ہدایت کر دی گئی تھی کہ اللہ کا دیا ہوا رزق کھاؤ پیو، اور زمین میں فساد نہ پھیلاتے پھرو
,11,2,68,61,وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نَّصْبِرَ عَلَىٰ طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنبِتُ الْأَرْضُ مِن بَقْلِهَا وَقِثَّائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَا ۖ قَالَ أَتَسْتَبْدِلُونَ الَّذِي هُوَ أَدْنَىٰ بِالَّذِي هُوَ خَيْرٌ ۚ اهْبِطُوا مِصْرًا فَإِنَّ لَكُم مَّا سَأَلْتُمْ ۗ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَاءُوا بِغَضَبٍ مِّنَ اللَّهِ ۗ ذَٰلِكَ بِأَنَّهُمْ كَانُوا يَكْفُرُونَ بِآيَاتِ اللَّهِ وَيَقْتُلُونَ النَّبِيِّينَ بِغَيْرِ الْحَقِّ ۗ ذَٰلِكَ بِمَا عَصَوا وَّكَانُوا يَعْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_61.png,"یاد کرو، جب تم نے کہا تھا کہ، ""اے موسیٰؑ، ہم ایک ہی طرح کے کھانے پر صبر نہیں کرسکتے اپنے رب سے دعا کرو کہ ہمارے لیے زمین کی پیداوار ساگ، ترکاری، کھیرا، ککڑی، گیہوں، لہسن، پیاز، دال وغیرہ پیدا کرے"" تو موسیٰؑ نے کہا: ""کیا ایک بہتر چیز کے بجائے تم ادنیٰ درجے کی چیزیں لینا چاہتے ہو؟ اچھا، کسی شہری آبادی میں جا رہو جو کچھ تم مانگتے ہو، وہاں مل جائے گا"" آخر کار نوبت یہاں تک پہنچی کہ ذلت و خواری اور پستی و بد حالی اُن پر مسلط ہو گئی اور وہ اللہ کے غضب میں گھر گئے یہ نتیجہ تھا اس کا کہ وہ اللہ کی آیات سے کفر کرنے لگے اور پیغمبروں کو ناحق قتل کرنے لگے یہ نتیجہ تھا ان کی نافرمانیوں کا اور اس بات کا کہ وہ حدود شرع سے نکل نکل جاتے تھے"
,11,2,69,62,إِنَّ الَّذِينَ آمَنُوا وَالَّذِينَ هَادُوا وَالنَّصَارَىٰ وَالصَّابِئِينَ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَعَمِلَ صَالِحًا فَلَهُمْ أَجْرُهُمْ عِندَ رَبِّهِمْ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_62.png,یقین جانو کہ نبی عربی کو ماننے والے ہوں یا یہودی، عیسائی ہوں یا صابی، جو بھی اللہ اور روزِ آخر پر ایمان لائے گا اور نیک عمل کرے گا، اُس کا اجر اس کے رب کے پاس ہے اور اس کے لیے کسی خوف اور رنج کا موقع نہیں ہے
,11,2,70,63,وَإِذْ أَخَذْنَا مِيثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَ خُذُوا مَا آتَيْنَاكُم بِقُوَّةٍ وَاذْكُرُوا مَا فِيهِ لَعَلَّكُمْ تَتَّقُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_63.png,"یاد کرو وہ وقت، جب ہم نے طُور کو تم پر اٹھا کر تم سے پختہ عہد لیا تھا اور کہا تھا کہ ""جو کتاب ہم تمہیں دے رہے ہیں اسے مضبوطی کے ساتھ تھامنا اور جو احکام و ہدایات اس میں درج ہیں انہیں یاد رکھنا اسی ذریعے سے توقع کی جاسکتی ہے کہ تم تقویٰ کی روش پر چل سکو گے"""
