Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_arj
,27,2,41,34,وَإِذْ قُلْنَا لِلْمَلَائِكَةِ اسْجُدُوا لِآدَمَ فَسَجَدُوا إِلَّا إِبْلِيسَ أَبَىٰ وَاسْتَكْبَرَ وَكَانَ مِنَ الْكَافِرِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_34.png,«و» اذكر «إذ قلنا للملائكة اسجدوا لآدم» سجود تحية بالانحناء «فسجدوا إلا إبليس» هو أبو الجن كان بين الملائكة «أبى» امتنع من السجود «واستكبر» تكبَّر عنه وقال: أنا خير منه «وكان من الكافرين» في علم الله.
,27,2,42,35,وَقُلْنَا يَا آدَمُ اسْكُنْ أَنتَ وَزَوْجُكَ الْجَنَّةَ وَكُلَا مِنْهَا رَغَدًا حَيْثُ شِئْتُمَا وَلَا تَقْرَبَا هَٰذِهِ الشَّجَرَةَ فَتَكُونَا مِنَ الظَّالِمِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_35.png,«وقلنا يا آدم اسكن أنت» تأكيد للضمير المستتر ليعطف عليه «وزوجك» حواء بالمد وكان خلقها من ضلعه الأيسر «الجنة وكلا منها» أكلاً «رغداً» واسعا لاحجر فيه «حيث شئتما ولا تقربا هذه الشجرة» بالأكل منها وهى الحنطة أو الكرم أو غيرهما «فتكونا» فتصيرا «من الظالمين» العاصين.
,27,2,43,36,فَأَزَلَّهُمَا الشَّيْطَانُ عَنْهَا فَأَخْرَجَهُمَا مِمَّا كَانَا فِيهِ ۖ وَقُلْنَا اهْبِطُوا بَعْضُكُمْ لِبَعْضٍ عَدُوٌّ ۖ وَلَكُمْ فِي الْأَرْضِ مُسْتَقَرٌّ وَمَتَاعٌ إِلَىٰ حِينٍ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_36.png,«فأزلَّهما الشيطان» إبليس أذهبهما، وفي قراءة ـ فأزالهما ـ نحَّاهما «عنها» أي الجنة بأن قال لهما: هل أدلُّكما على شجرة الخلد وقاسمهما بالله إنه لهما لمن الناصحين فأكلا منها «فأخرجهما مما كانا فيه» من النعيم «وقلنا اهبطوا» إلى الأرض أي أنتما بما اشتملتما عليه من ذريتكما «بعضكم» بعض الذرية «لبعض عدوُّ» من ظلم بعضكم بعضاً «ولكم في الأرض مستقرُّ» موضع قرار «ومتاع» ما تتمتعون به من نباتها «إلى حين» وقت انقضاء آجالكم.
,27,2,44,37,فَتَلَقَّىٰ آدَمُ مِن رَّبِّهِ كَلِمَاتٍ فَتَابَ عَلَيْهِ ۚ إِنَّهُ هُوَ التَّوَّابُ الرَّحِيمُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_37.png,«فتلقى آدمُ من ربِّه كلماتٍ» ألهمه إياها وفي قراءة بنصب آدم ورفع كلمات، أي جاءه وهى (ربَّنا ظلمنا أنفسا) الآية فدعا بها «فتاب عليه» قبل توبته «إنه هو التواب» على عباده «الرحيم» بهم.
,27,2,45,38,قُلْنَا اهْبِطُوا مِنْهَا جَمِيعًا ۖ فَإِمَّا يَأْتِيَنَّكُم مِّنِّي هُدًى فَمَن تَبِعَ هُدَايَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_38.png,«قلنا اهبطوا منها» من الجنة «جميعاً» كرره ليعطف عليه «فإما» فيه إدغام نون إن الشرطية في ما الزائدة «يأتينكم مني هدىً» كتاب ورسول «فمن تبع هداي» فآمن بي وعمل بطاعتي «فلا خوف عليهم ولا هم يحزنون» في الآخرة بأن يدخلوا الجنة.
,27,2,46,39,وَالَّذِينَ كَفَرُوا وَكَذَّبُوا بِآيَاتِنَا أُولَٰئِكَ أَصْحَابُ النَّارِ ۖ هُمْ فِيهَا خَالِدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_39.png,«والذين كفروا وكذبوا بآياتنا» كتبنا «أولئك أصحاب النار هم فيها خالدون» ماكثون أبداً لا يفنون ولا يخرجون.
,27,2,47,40,يَا بَنِي إِسْرَائِيلَ اذْكُرُوا نِعْمَتِيَ الَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَوْفُوا بِعَهْدِي أُوفِ بِعَهْدِكُمْ وَإِيَّايَ فَارْهَبُونِ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_40.png,«يا بنى إسرائيل» أولاد يعقوب «اذكروا نعمتي التي أنعمت عليكم» أي على آبائكم من الإنجاء من فرعون وفلق البحر وتظليل الغمام وغير ذلك بأن تشكروها بطاعتي «وأوفوا بعهدي» الذي عهدته إليكم من الإيمان بمحمد «أوف بعهدكم» الذي عهدت إليكم من الثواب عليه بدخول الجنة «وإياي فارهبون» خافونِ في ترك الوفاء به دون غيري.
,27,2,48,41,وَآمِنُوا بِمَا أَنزَلْتُ مُصَدِّقًا لِّمَا مَعَكُمْ وَلَا تَكُونُوا أَوَّلَ كَافِرٍ بِهِ ۖ وَلَا تَشْتَرُوا بِآيَاتِي ثَمَنًا قَلِيلًا وَإِيَّايَ فَاتَّقُونِ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_41.png,«وآمنوا بما أنزلت» من القرآن «مصدِّقاً لما معكم» من التوراة بموافقته له في التوحيد والنبوة «ولا تكونوا أوَّل كافر به» من أهل الكتاب لأنَّ خلفكم تبع لكم فإثمهم عليكم «ولا تشتروا» تستبدلوا «بآياتي» التي في كتابكم من نعت محمد «ثمناً قليلا» عوضاً يسيرا من الدنيا أي لا تكتموها خوف فوات ما تأخذونه من سفلتكم «وإياي فاتقون» خافون في ذلك دون غيري.
,27,2,49,42,وَلَا تَلْبِسُوا الْحَقَّ بِالْبَاطِلِ وَتَكْتُمُوا الْحَقَّ وَأَنتُمْ تَعْلَمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_42.png,«ولا تلبسوا» تخلطوا «الحق» الذي أنزلت عليكم «بالباطل» الذي تفترونه «و» لا «تكتموا الحق» نعت محمد «وأنتم تعلمون» أنه حق.
,27,2,50,43,وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَارْكَعُوا مَعَ الرَّاكِعِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_43.png,«وأقيموا الصلاة وآتوا الزكاة واركعوا مع الراكعين» صلوا مع المصلين محمد وأصحابه، ونزل في علمائهم وكانوا يقولون لأقربائهم المسلمين اثبتوا على دين محمد فإنه الحق.
,27,2,51,44,۞ أَتَأْمُرُونَ النَّاسَ بِالْبِرِّ وَتَنسَوْنَ أَنفُسَكُمْ وَأَنتُمْ تَتْلُونَ الْكِتَابَ ۚ أَفَلَا تَعْقِلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_44.png,«أتأمرون الناس بالبر» بالإيمان بمحمد «وتنسون أنفسكم» تتركونها فلا تأمرونها به «وأنتم تتلون الكتاب» التوراة وفيها الوعيد على مخالفة القول العمل «أفلا تعقلون» سوء فعلكم فترجعون، فجملة النسيان محل الاستفهام الإنكاري.
,27,2,52,45,وَاسْتَعِينُوا بِالصَّبْرِ وَالصَّلَاةِ ۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى الْخَاشِعِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_45.png,«واستعينوا» اطلبوا المعونة على أموركم «بالصبر» الحبس للنفس على ما تكره «والصلاة» أفردها بالذكر تعظيما لشأنها وفي الحديث (كان صلى الله عليه وسلم إذا حزبه أمر بادر إلى الصلاة) وقيل الخطاب لليهود لما عاقهم عن الإيمان الشره وحب الرياسة فأمروا بالصبر وهو الصوم لأنه يكسر الشهوة والصلاة لأنها تورث الخشوع وتنفي الكبر «وإنها» أي الصلاة «لكبيرة» ثقيلة «إلا على الخاشعين» الساكنين إلى الطاعة.
,27,2,53,46,الَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَاقُو رَبِّهِمْ وَأَنَّهُمْ إِلَيْهِ رَاجِعُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_46.png,«الَّذين يظنون» يوقنون «أنهم ملاقو ربِّهم» بالبعث «وأنهم إليه راجعون» في الآخرة فيجازيهم.
,27,2,54,47,يَا بَنِي إِسْرَائِيلَ اذْكُرُوا نِعْمَتِيَ الَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَنِّي فَضَّلْتُكُمْ عَلَى الْعَالَمِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_47.png,«يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم» بالشكر عليها بطاعتي «وأني فضَّلتكم» أي آباءكم «على العالمين» عالمي زمانهم.
,27,2,55,48,وَاتَّقُوا يَوْمًا لَّا تَجْزِي نَفْسٌ عَن نَّفْسٍ شَيْئًا وَلَا يُقْبَلُ مِنْهَا شَفَاعَةٌ وَلَا يُؤْخَذُ مِنْهَا عَدْلٌ وَلَا هُمْ يُنصَرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_48.png,«واتقوا» خافوا «يوما لا تجزي» فيه «نفس عن نفسٍ شيئاً» وهو يوم القيامة «ولا تُقبل» بالتاء والياء «منها شفاعة» أي ليس لها شفاعة فتقبل (فما لنا من شافعين) «ولا يؤخذ منها عدل» فداء «ولا هم ينصرون» يمنعون من عذاب الله.
,27,2,56,49,وَإِذْ نَجَّيْنَاكُم مِّنْ آلِ فِرْعَوْنَ يَسُومُونَكُمْ سُوءَ الْعَذَابِ يُذَبِّحُونَ أَبْنَاءَكُمْ وَيَسْتَحْيُونَ نِسَاءَكُمْ ۚ وَفِي ذَٰلِكُم بَلَاءٌ مِّن رَّبِّكُمْ عَظِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_49.png,«و» اذكروا «إذ نجيناكم» أي آباءكم، والخطاب به وبما بعده للموجودين في زمن نبينا بما أنعم الله على آبائهم تذكيراً لهم بنعمة الله تعالى ليؤمنوا «من آل فرعون يسومونكم» يذيقونكم «سوء العذاب» أشده والجملة حال من ضمير نجيناكم «يُذبّحون» بيان لما قبله «أبناءكم» المولودين «ويستحيون» يستبقون «نساءكم» لقول بعض الكهنة له إن مولوداً يولد في بني إسرائيل يكون سبباً لذهاب ملكك «وفي ذلكم» العذاب أو الإنجاء «بلاء» ابتلاء أو إنعام «من ربكم عظيمْ».
,27,2,57,50,وَإِذْ فَرَقْنَا بِكُمُ الْبَحْرَ فَأَنجَيْنَاكُمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَأَنتُمْ تَنظُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_50.png,«و» اذكروا «إذا فرقنا» فلقنا «بكم» بسببكم «البحر» حتى دخلتموه هاربين من عدوكم «فأنجيناكم» من الغرق «وأغرقنا آل فرعون» قومه معه «وأنتم تنظرون» إلى انطباق البحر عليهم
,27,2,58,51,وَإِذْ وَاعَدْنَا مُوسَىٰ أَرْبَعِينَ لَيْلَةً ثُمَّ اتَّخَذْتُمُ الْعِجْلَ مِن بَعْدِهِ وَأَنتُمْ ظَالِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_51.png,«وإذا واعدنا» بألف ودونها «موسى أربعين ليلة» نعطيه عند انقضائها التوراة لتعلموا بها «ثم اتخذتم العجل» الذي صاغه لكم السامري إلهاً «من بعده» أي بعد ذهابه إلى ميعادنا «وأنتم ظالمون» باتخاذه لوضعكم العبادة في غير محلها.
